book,gross_exposure,path,seed,ending_after_tax_wealth,after_tax_cagr,gross_losses_realized,gross_losses_liquidation,disallowed_wash_losses,net_realized_pre_liquidation,tax_benefit_used,unused_loss_carry,liquidation_tax,tracking_error,max_drawdown,annual_turnover,management_fees,borrow_costs,transaction_costs,payments_in_lieu,dividend_taxes,debit_interest,min_margin_excess_ratio,max_net_exposure_error,maintenance_deficiency_observed,feasible_at_inception,deleverage_events,final_exposure_scale,yearly_taxes_paid
130/30,1.6,46,53,1765686.9658423306,0.05850123998132539,1682972.1048722444,49360.88022831873,119849.16402145276,739765.8476755245,116491.03424411421,-0.0,103459.93256519764,0.0654635317919846,-0.41609608250609054,1.6833684231828052,52689.83544180869,27806.345174280734,22022.546084278125,48197.66496875326,48611.53705240172,6270.719006311049,0.5711812564567519,0.03387873098454186,False,True,0,1.0,412855.71391852
130/30,1.6,47,54,1143287.5467769431,0.013480850712375814,1815240.765180903,38465.84619266869,91673.46927944709,-31391.64609854178,173342.16191135094,-0.0,70783.83416961721,0.0883896116894115,-0.48426485730351787,1.7476446866595459,45045.003193157376,23342.137367680363,19173.15436470073,40459.704770645956,41362.41192263179,3978.725589562216,0.5681338185169835,0.03475881024761729,False,True,0,1.0,217122.32747867415
130/30,1.6,48,55,1926548.807793458,0.06777070518926553,2312537.956328202,55669.388105663435,213192.39431946978,984633.5921978462,99723.96442852927,-0.0,138767.20477066864,0.08912752144995585,-0.45170726150393836,1.6807579835986015,73552.03101142537,38531.7368032151,29915.39652702159,66788.34379223948,67931.56752372475,15088.825701636886,0.565105983382471,0.04690611672486389,False,True,0,1.0,525659.6799346284
130/30,1.6,49,56,1349318.2841770852,0.030413264068519297,2345558.5480717104,39783.39722355364,159412.20616603552,427640.4594816164,161873.12204390255,-0.0,62661.76630666414,0.09348717008435191,-0.4997320174523471,1.823756704071716,58384.422744590476,30882.168529987168,25535.178709308933,53529.09211864442,53691.57991749632,5916.393217694266,0.5690686085520926,0.03621998587206465,False,True,0,1.0,352155.1377775406
130/30,1.6,50,57,871923.9802874036,-0.013611813659618499,1679706.34570607,61202.98733652836,94845.06080539752,-242673.57016843554,190871.65567108296,-0.0,11460.4133541263,0.07110230676072964,-0.45583916411024317,1.835276763010906,40646.81682177973,20990.718884206064,17955.24388314515,36383.912732623845,37272.26356912887,4151.2412051685615,0.5686638096483255,0.033076246016656596,False,True,0,1.0,125704.4055861999
130/30,1.6,51,58,1275473.7697341598,0.024630202422128322,1902497.494008287,37590.71625884776,105181.47601391883,277451.6894980706,98128.66898167408,-0.0,39352.64408606378,0.08257508146016718,-0.3828408846552327,1.9750003350773002,47240.89062545642,24957.26185725093,22561.611820174185,43259.25388590161,43646.502299492124,6433.329610473677,0.5704672714166769,0.03735160851213348,False,True,0,1.0,220086.3886656701
130/30,1.6,52,59,868555.0488375882,-0.01399359765504915,1352772.59400644,7681.984946779268,81079.37893194308,-413922.455113529,245022.9024016592,-0.0,49492.584302051095,0.08044889608016663,-0.5971053834704124,1.9195124559409866,27922.661064080916,14677.506291516347,13275.224694089296,25441.010905295,25908.68977666367,1147.9233510764118,0.568717307835835,0.02894559889159032,False,True,0,1.0,123213.61814521512
130/30,1.6,53,60,1474955.0794169786,0.0396277885512375,1865190.4832573875,25108.228287544945,137145.34612432471,319580.6957565525,122369.20522918922,-0.0,133879.3267104309,0.10239914278898712,-0.45573507260086477,1.7372286017353322,55401.421170693175,28814.84763958872,23478.037229050817,49945.73590862043,50890.350537836224,6026.386338233539,0.5620009229287127,0.03323869951446756,False,True,0,1.0,370763.1056758012
130/30,1.6,54,61,1433593.4156871862,0.036674938796422696,1982649.8681601712,117233.57216308234,212488.37369876204,553451.0274402623,93452.03454485466,-0.0,44220.047796281266,0.10069146272188427,-0.2769841809178518,1.61956857050561,58274.467619383184,30827.053851360142,22891.358884940433,53433.56000902425,54012.11537499996,10467.437635145072,0.5688194836023508,0.040083518965010834,False,True,0,1.0,268745.4152732677
130/30,1.6,55,62,1836413.5202047129,0.06266664255573429,2343889.6103046923,55866.932016870334,192317.4043875342,875384.9273927071,61162.52428754224,-0.0,111293.97601404626,0.07938866384645503,-0.26193731701981626,1.7870825973768532,66571.0415770396,34703.582076156534,28774.183742233283,60152.87559867132,61302.6281843476,10559.575220799936,0.5710241295359858,0.026056922442760255,False,True,0,1.0,388269.4116499183
130/30,1.6,56,63,1709040.7729972878,0.05505534594762862,1833449.4336191232,20908.168326538686,129313.4442713979,635794.0674729982,90393.60773742161,-0.0,124743.30343559674,0.08091872828753965,-0.2125404132682701,1.6634337203691305,55523.960525190065,29272.139977431456,22745.91405976995,50738.375960881196,51536.478802624755,11610.488761939698,0.5646396172730197,0.05326237035986714,False,True,0,1.0,370989.93258840777
130/30,1.6,57,64,4125313.0067414176,0.15224727736842536,3263419.892891936,244112.38371453123,311148.5528821408,3487057.0573548116,34031.6496968578,-0.0,245306.31029090274,0.06985686574551521,-0.2163104268454551,1.6245300331247716,118368.63136305753,61144.92884056013,47244.36473911062,105984.54332363754,108529.14903148162,23505.25494182131,0.5739030473020327,0.031560772836302764,False,True,0,1.0,1225967.5610669402
130/30,1.6,58,65,1826868.3089319968,0.06211299921144997,3188537.7666246886,77052.36193429971,313399.9003513842,1171890.650001329,60160.557889864824,-0.0,57614.319780466285,0.08034599353986248,-0.3981266202690982,1.892844435710001,81372.61030547708,43672.97531314951,36517.45627339833,75699.82387612578,75020.03793964494,8197.474777681657,0.5702469526899887,0.028188928309565875,False,True,0,1.0,438721.75011779886
130/30,1.6,59,66,1416960.77988142,0.035465856349738534,1612478.3676437011,28734.59211567215,139812.74822174225,311568.4375129441,92762.05094248833,-0.0,113224.63155827009,0.08910002343434337,-0.24727135064553107,1.6392778209530174,51116.2156773476,26929.941589648617,20665.010617884484,46678.56542205762,46813.91368311259,3209.2801838145424,0.5606916881668473,0.04233013357454851,False,True,0,1.0,311957.9566972604
130/30,1.6,60,67,735609.8141705727,-0.030238917439581958,1477645.342331412,71168.50506064385,61068.30576360191,-432293.02798610786,281635.06607137533,23607.77844951216,0.0,0.09548963293665828,-0.5992163769467733,1.8811802441221825,29193.667266112072,15950.749166612919,13383.25102703961,27647.965222129067,27223.635736533088,1444.78217469068,0.5670207174341998,0.040373982972923494,False,True,0,1.0,102180.47825391371
130/30,1.6,61,68,1920322.00143809,0.06742508759804777,1992968.773543338,22576.640499213252,163880.22123311562,832371.9252638652,79352.4916101271,-0.0,137533.39055123093,0.0914724259705615,-0.3524492203320422,1.7609760841690307,63843.898301920846,33018.131216088164,27476.12193991057,57231.427441219486,58663.473974123015,8752.83866266564,0.5693522770288908,0.03648872060391195,False,True,0,1.0,454617.19099754223
130/30,1.6,62,69,702393.2338698778,-0.034709500272244176,1726795.026040607,81211.43173058666,81910.1045788888,-429558.9973858137,258415.02983967587,-0.0,0.0,0.06599748871102805,-0.6548758391888776,1.8494470022343912,33174.42804017408,17282.9908069454,14806.777488651176,29957.184065372017,30528.800335682616,1817.2170348513876,0.5681199044314738,0.03785711467035657,False,True,0,1.0,83650.36534964107
130/30,1.6,63,70,1641612.2929090192,0.050816926007053675,2228923.748679291,151526.1016677149,133248.92087954952,895959.5756162509,43457.43733113667,-0.0,12714.034514782044,0.07934082046194176,-0.2807974531269155,1.7551601825167356,66512.48533004407,34282.448379151225,28073.611600362645,59422.91052386213,60960.316626656015,8278.289205922167,0.5695253217185218,0.043908105571089706,False,True,0,1.0,314954.3312694341
130/30,1.6,64,71,680959.4101819834,-0.037696373244991754,1722479.6734132175,33755.23908377641,99617.2174360802,-512666.52422518516,275834.7122877645,-0.0,7255.3281123251845,0.09282047578900939,-0.6903753872534214,1.975767092458763,37284.287063869546,19561.725391436124,17515.297500558056,33906.99067848928,34607.756329130025,3343.601369157938,0.569066744032037,0.03264832926057781,False,True,0,1.0,90468.97982726395
130/30,1.6,65,72,913408.6463529106,-0.009016298410476353,1623174.730667296,27749.23529682938,101064.73369893664,-253654.60569293262,162204.43590075185,-0.0,56238.77873468427,0.07881008355250062,-0.4038676009017741,1.879569679439588,35679.672278241385,19482.402606222495,16351.267711711847,33769.49785078566,33020.67819564342,1429.954507635516,0.5659832230809005,0.051555076655472654,False,True,0,1.0,127294.80607857298
130/30,1.6,66,73,2445005.7029653443,0.09352316539534744,2725272.5900018425,53268.87842995153,204810.0565349448,1625713.817912902,60367.37557579614,-0.0,152826.43501329506,0.0801842335221328,-0.3440119164861577,1.7249403899340117,82953.05776267522,42764.01774429054,34787.3624354737,74124.29742343696,75714.09390466564,9684.385325459125,0.5709793784840391,0.0315073873701921,False,True,0,1.0,669771.7805471607
130/30,1.6,67,74,1868632.0629192188,0.0645164564996572,2063476.2465260543,107710.55214022861,251320.72440029876,1220095.148535477,60879.572958917655,-0.0,32347.31637525969,0.10632445736937168,-0.30916241284123136,1.8056113996649326,63858.15921318761,33327.23955452074,27945.52783299336,57767.21522783593,58808.0509171602,10217.167715616199,0.5737746762625427,0.04121004888597213,False,True,0,1.0,435279.62568338757
130/30,1.6,68,75,907577.3610812046,-0.009650776465517819,1783512.282066113,49647.69841966378,130857.71199067976,-106663.65607985176,147272.4642896103,-0.0,20848.600325133513,0.08507452498786697,-0.38743656763318113,1.9737606560071637,39917.53821979216,21519.019733842782,18971.814086797232,37299.63420532749,36825.19359983733,1371.2177731466172,0.5691447238666173,0.048718645121782145,False,True,0,1.0,127954.25757102296
130/30,1.6,69,76,963049.1379995735,-0.003758005210038995,2493571.697393121,161987.12019090197,142333.8172486532,155088.38848230545,99606.30163532299,332649.3355213518,0.0,0.10027406098999171,-0.49271434674878545,1.767311940885946,58206.53224862812,30721.956617485783,24378.18508077793,53251.39147030871,53527.88188819778,6152.6552976413195,0.5698699951668703,0.02987258751879429,False,True,0,1.0,200765.830957605
130/30,1.6,70,77,1114242.462163537,0.010876197234690022,1801395.8036231298,28913.975703172524,113890.42418249659,-13261.908140985703,123362.02400547771,-0.0,60229.49338582323,0.09463035324246673,-0.2906058100532667,1.8607042222171006,45024.78339141273,23536.210957120726,20248.663897616738,40796.0989923426,41504.578111661525,4344.10756498247,0.5711264025793441,0.03238882368294771,False,True,0,1.0,151649.47379371227
130/30,1.6,71,78,1440668.5330852082,0.037185429321361374,1895990.2647576972,24639.29065731512,125176.37455434162,341027.5250925269,151641.4269670805,-0.0,100155.72642198329,0.0783848481332557,-0.48519756372429246,1.8171927577931224,52168.96036043796,28156.50224536908,23070.68579594716,48804.60389197308,48144.91944848947,3802.3931699680666,0.5733834122209128,0.03508097900955165,False,True,0,1.0,318391.5017325243
130/30,1.6,72,79,1664117.7231906175,0.05224871628954708,1933175.170367137,26757.72643976646,144939.89146945262,772594.7167995085,95159.83423808435,-0.0,92516.70481262976,0.08157183855199418,-0.3710959582874056,1.7769754915355254,57165.07585959963,29865.412146397026,24750.5246939033,51766.714387088185,52851.89160696788,9744.901427273571,0.5735726828614712,0.030499235956711224,False,True,0,1.0,373164.22308561666
130/30,1.6,73,80,1610464.1116440645,0.04880585975462881,2036738.1600386433,89815.45837824784,139984.46880161366,779955.8935033141,84329.9236739061,-0.0,62645.18580813962,0.07904290129317287,-0.2676443790697146,1.8059968864929061,58387.11739809619,30886.63180281086,25575.07970524898,53536.828458205506,53893.82179650247,7868.786291935674,0.5692326518143479,0.03450069934904887,False,True,0,1.0,357328.8508269035
130/30,1.6,74,81,1608282.9925228984,0.048663728932569095,2040092.5529915544,28369.641309100065,124845.5313707122,468229.06327238574,134114.97167679243,-0.0,112282.04828844995,0.08053553857343095,-0.48697403044495446,1.7546435725881544,54761.829274881995,28531.39548264354,23526.911632734274,49454.418836582154,50570.3347919731,9681.666911052356,0.5711233865040352,0.0386056770547234,False,True,0,1.0,355191.0127058064
130/30,1.6,75,82,2244410.084557743,0.08420204259703068,1913765.0607453187,31191.448755113524,135950.63502421818,1235662.8861375765,47530.96029907036,-0.0,160271.60086306668,0.0761590629915751,-0.33980919283325306,1.6486356983515713,69722.33554321718,36762.724702159256,28368.8011743732,63722.056150409364,63940.53303507263,7187.791681410024,0.5680705016057599,0.04450842322598825,False,True,0,1.0,591549.4604443219
130/30,1.6,76,83,825760.0209564907,-0.018963004324411004,1567988.638210652,17695.225553612596,130420.13258471836,-253086.68896919908,135579.18759452208,-0.0,39363.73588724346,0.07739138613580897,-0.4620508376595567,1.7608400114782232,36866.182237235225,20186.504763038687,15802.581401433943,34989.94158926707,34350.05017536843,1439.623954823079,0.5667977193152207,0.0315887824561053,False,True,0,1.0,64383.61815957628
130/30,1.6,77,84,1248471.5817876945,0.0224400811336396,1821363.633062027,8195.61881474985,96732.93478599239,176156.21727115524,112828.70948456012,-0.0,72853.01534017996,0.08124447485324043,-0.4048454299073807,1.6571672560432709,51412.20140676413,26711.47418587675,20733.394202189476,46299.888588853035,47197.76526805001,3591.7797928274313,0.5709183179212501,0.027466280842122104,False,True,0,1.0,234583.71861792187
130/30,1.6,78,85,1675183.1597178245,0.05294631699241581,2298029.226197969,29650.65810855833,218889.2380662438,832940.5137261263,76398.64993866769,-0.0,62677.89333901424,0.09655708974613131,-0.35000152513262905,1.6904221843830367,69252.12560774361,36410.23618833837,28160.610392730036,63111.07605978654,63798.86557920158,9906.093048576302,0.5705820670958596,0.02971705731097085,False,True,0,1.0,338355.81306635955
130/30,1.6,79,86,1103450.4324325437,0.009892816273542104,1845910.483753381,16535.41819455512,178850.13771705513,131329.94998065603,175338.91043570839,-0.0,47000.52907548077,0.08358032927563454,-0.5048986421114848,1.869281374787952,46495.4718472543,25026.513177788325,20924.520010266144,43379.289508166425,42874.45651134427,3441.5618829308546,0.5675503084095589,0.03318991889785783,False,True,0,1.0,225730.66312191833
130/30,1.6,80,87,998215.2077617137,-0.00017862273282320817,2598121.709984213,31824.293834853506,171107.70257343483,-25668.159424802085,227392.80341920187,109623.189098721,0.0,0.08594934242514009,-0.6241997844736968,1.790019597143782,58121.30218981414,30540.860071465035,24568.362466219383,52937.49079053939,53717.223992087806,8456.966592736668,0.5740229088123515,0.0446918001478005,False,True,0,1.0,210327.01513140934
130/30,1.6,81,88,1911018.062596631,0.06690679030334179,1956412.9165620229,122904.3594808035,134823.37612866666,1054155.3250981146,24435.980246881856,-0.0,63423.27351156823,0.06981286312555784,-0.2674863633719988,1.7054496373018648,68116.34198744378,35244.0289931504,28296.807826192085,61089.65025479403,62481.681449848984,9873.747411509123,0.5669795932794717,0.043038678795237484,False,True,0,1.0,431382.11988164665
130/30,1.6,82,89,1090078.0434809863,0.00866223118793319,1944644.1912060096,16178.92203279751,116036.3033824989,-58315.68763980555,167575.68143785337,-0.0,81225.02273268503,0.08118407583968665,-0.4977212428869625,1.8269140282660659,49070.932603406385,25856.92146912404,21537.353616068245,44818.663879815,45099.956366584884,3093.250188798048,0.5701757151480082,0.040979260965894326,False,True,0,1.0,192127.03869842342
130/30,1.6,83,90,741250.0147413916,-0.02949791779508959,1533642.8706450434,12547.64696652372,86111.97334286239,-461678.2347786849,217773.87497642083,-0.0,19449.47337516649,0.07708885292115425,-0.6110479371902879,1.8730136604774348,28992.853720397372,15441.290774111541,13313.925908047226,26764.904008460016,26978.343338490744,1206.584074264054,0.5699431779488586,0.03467127851901819,False,True,0,1.0,47989.19506074788
130/30,1.6,84,91,1972480.0204631528,0.07028949126415074,2714871.125986007,86925.58988061338,241765.25481205306,1299443.6771178646,69196.11243081343,-0.0,76837.25735491312,0.06962305232769725,-0.303196191204265,1.7934385801854347,80629.22703797583,43030.70723489158,34601.06481144982,74586.55920714542,74105.50294297587,6996.201160822092,0.5683241683090482,0.02938220498375066,False,True,0,1.0,478710.2030854938
130/30,1.6,85,92,1823728.713675314,0.06193032668042697,1713774.3378722654,28769.48844767626,117883.5516598357,719897.935905827,106377.99343413068,-0.0,155776.78879186226,0.07789104202591104,-0.3139522757671094,1.6424306178079593,55712.367478297114,28844.399187431463,22803.75410311974,49996.95859154786,51088.36307464157,6019.473165471128,0.5672326134160554,0.035726241437505135,False,True,0,1.0,485438.9032166687
130/30,1.6,86,93,1163228.2006002066,0.0152347912265558,1758163.9464149082,21962.414510138573,84158.11953024805,-98445.31196960201,112728.49888279263,-0.0,77479.27731981847,0.10122154175080925,-0.3845752450501406,1.562823438593475,50951.3120119066,26931.997040466344,19413.277621477075,46682.128203475004,46867.42168600903,3971.046064482211,0.56925987340859,0.036129574778244855,False,True,0,1.0,151216.64482751372
130/30,1.6,87,94,2858942.540013308,0.11076079508378833,2312989.1278307633,56805.55273319317,158705.6324246923,1763018.6563986004,126072.0,-0.0,250400.0993243797,0.09483982204050326,-0.5778299752879092,1.6578539779321129,70987.79096937171,36536.449998206976,29688.499088442906,63329.846663558754,65131.85992484344,12118.80168394738,0.565351658544111,0.05784415261150144,False,True,0,1.0,886537.4736088793
130/30,1.6,88,95,1840298.2216633658,0.06289122259792412,1884856.7007232294,25469.687331614838,139768.73266118625,917647.1683421842,91167.65099312564,-0.0,119648.05670699329,0.08897251402680097,-0.30278612889907197,1.6574771098504577,63656.09334119232,33287.16771458478,25813.09532415928,57697.757371946944,58570.8043861496,8632.968600711776,0.5687590997633407,0.029779763104007095,False,True,0,1.0,475069.37817747914
130/30,1.6,89,96,765368.3814513314,-0.02638545855151153,1719491.5861288984,57478.44640767272,129998.24437041751,-378397.4119593982,170596.185697585,-0.0,27098.35882384082,0.07216525423323204,-0.47768886607377514,1.9448194105709067,36022.767213028645,18975.0553617703,16867.692286122674,32890.09596040184,33285.62455431772,2424.6449513475404,0.5706075341877287,0.03279631948770145,False,True,0,1.0,60839.59691266525
130/30,1.6,90,97,1445568.4334372778,0.03753765078264015,1636558.9913954136,82349.14651593019,102175.24452755961,416187.995928803,141387.39230405443,-0.0,55932.510692511976,0.09656112913114204,-0.37165826892166276,1.7153081991029606,44132.44298520325,22776.939559425373,18804.72062867033,39480.02856967065,40453.90468870379,4219.485373157286,0.570448099354767,0.04026573712642689,False,True,0,1.0,294610.1418290561
130/30,1.6,91,98,3088509.3600301226,0.11937316740865533,2431728.59129475,79238.65070325139,150693.39386148806,2393963.1279108063,0.0,-0.0,147127.58051629792,0.08479826012733829,-0.1552496469391902,1.6461222134116322,95109.95676899457,48785.23359959337,38418.43680381837,84561.07157262851,86973.38811682699,14796.149418314277,0.5634672780318971,0.03679543553945619,False,True,0,1.0,801562.8877567997
130/30,1.6,92,99,1884672.633600233,0.06542673991868919,1808546.3033812991,150769.88178848813,170853.14997236693,972260.7474049681,83390.3561354388,-0.0,80436.01675736165,0.07793315893570131,-0.3587860170449808,1.6679006396533211,61179.6712266905,31752.58530827879,25109.05009803746,55037.81453434991,55888.11283581717,7127.106410568444,0.5715520831593015,0.03467590039763335,False,True,0,1.0,436968.82991407055
130/30,1.6,93,100,3387308.055521079,0.12975811490263656,2583501.001640263,93137.88302295355,215066.53063477838,2756968.9050272987,48031.94653778369,-0.0,188245.42848151957,0.08537905519063621,-0.3010499163368222,1.6071741506311583,99717.59769677218,50789.87730187549,39489.037159127074,88035.78732325084,91149.68054206611,20033.36599591097,0.5712967779298219,0.040975307980794184,False,True,0,1.0,997376.3040491384
130/30,1.6,94,101,2342689.4916936923,0.08885856826217209,2133063.6431429707,66612.82500213842,170489.8600057602,1367919.4337217966,22665.455646337658,-0.0,174873.60541739676,0.08424619213037635,-0.27776849441934026,1.6059781474381367,78214.9115902573,40366.16220988999,30762.00822771134,69968.01449714266,71443.72779364938,9900.04995204507,0.5676856211816427,0.03090162710426103,False,True,0,1.0,605215.1359524716
130/30,1.6,95,102,776519.5117111239,-0.02497615404556519,1948039.969686158,20237.50160531232,85578.93154050109,-405226.4401900147,213677.80190670304,8212.869330806061,0.0,0.09241509799039556,-0.5341875848565769,1.903893460205201,38169.8416735311,20079.55585677717,17425.19446963871,34804.56348508041,35116.48734930331,1796.2475999293388,0.5675970608984714,0.046756474016688254,False,True,0,1.0,83445.12995366976
130/30,1.6,96,103,2101646.3094852837,0.07709984390103064,2118524.47170589,57739.39384549279,168772.3218239064,1141659.2654751078,64862.13025332213,-0.0,151736.77169155772,0.07239114171727638,-0.2294994873376336,1.7592768377299735,72523.4559723863,37352.7347142805,31036.610550380865,64744.74017141952,66524.91944488206,10536.28718209675,0.5721078122858594,0.02648611321454042,False,True,0,1.0,523020.02499953716
130/30,1.6,97,104,2216553.2540986673,0.08284879353412045,1795865.653163585,65288.34476003921,149459.72208951932,1000260.5409396556,56230.02405030937,-0.0,211435.48310502694,0.07222113041579917,-0.2937970735876483,1.65398772422515,62667.63848340694,32706.67132846615,25804.558756612878,56691.563636008,57650.97637870322,7738.823056314191,0.568050687098174,0.03221135768485217,False,True,0,1.0,540765.5597710316
130/30,1.6,98,105,1566716.8279578038,0.0459214045206735,1689390.6336016078,42111.727035623946,90388.87227037574,230885.26973677764,141740.64863001753,-0.0,139858.345853968,0.08087133689988624,-0.32519996830053655,1.7410438769679708,48892.18759281554,26040.14494767236,21084.512672989287,45136.251242632075,45236.251700273235,4013.5225126788196,0.5670320216003064,0.03728616011961061,False,True,0,1.0,330015.0469457526
130/30,1.6,99,106,998371.356164586,-0.00016298386843882628,1583438.2669799726,25357.56332509476,78754.50354400772,-173586.50522885728,210120.0,-0.0,30467.472894555263,0.10012129656954674,-0.4320555978288404,1.8625291984231578,35170.76723288271,18795.68991568483,16019.069161759966,32579.1958538537,32653.284005796275,2732.640664232673,0.5676980103452681,0.049154860676838386,False,True,0,1.0,154803.877603459
130/30,1.6,100,107,1851826.6738569743,0.06355519566065593,2497763.142243665,25170.218545121665,236769.75896450534,1428402.991772646,53064.948324688055,62026.83101509241,0.0,0.07756078657845919,-0.3805331095638391,1.7739720214268986,80709.93628676777,42276.88028149394,34116.384658831616,73279.92582125617,73962.56421482319,10193.620061099287,0.5690014764717393,0.038080828609852846,False,True,0,1.0,556575.9939716497
130/30,1.6,101,108,1680533.4776804335,0.0532821320380612,2151272.4964717827,68169.51361696995,104008.85110233775,589943.4339945744,114620.08921302337,-0.0,80083.11832354064,0.08043256065685671,-0.2891577033003959,1.77580783444727,60211.54988149936,30720.793152029364,25891.524042740504,53249.3747968509,55010.76007593773,6072.74602846403,0.566007510597425,0.03349608544517568,False,True,0,1.0,370424.4078328139
130/30,1.6,102,109,1441739.8967878013,0.03726253457576356,2451461.413990693,38227.34857528939,152664.21221469704,392392.35342091526,158565.51292316458,-0.0,77865.94073358561,0.06936203070603641,-0.4582841803135229,1.7653480661597913,58158.33741095342,30485.935786426617,24712.285934635667,52842.28869647279,53846.50868534071,10299.773536156465,0.5704716458874793,0.036473834065682054,False,True,0,1.0,304691.90058773645
130/30,1.6,103,110,1152011.9087749848,0.014251589194513192,2521768.8961085053,277217.88188145444,205367.48533529602,562449.3497011076,160995.8312433167,359668.46843950026,0.0,0.07556103221453128,-0.5626360823579448,1.7969938982032319,66912.18670190766,34633.775449165885,28348.51105681783,60031.87744522085,61250.570319969724,10137.004715830268,0.5724663958557368,0.0374181871611069,False,True,0,1.0,361764.417571551
130/30,1.6,104,111,1372593.2946475486,0.032177023381420256,1687738.2804829828,103582.87210049592,156640.611566485,440118.47034069814,71017.12024213986,-0.0,32140.18660573414,0.09055798819109394,-0.26488047261084213,1.769235071809452,51981.20874288039,26837.1923106081,22380.993012577765,46517.80000505405,47681.18821227479,6843.691882698624,0.5695185356010358,0.029680624711449388,False,True,0,1.0,240460.72981376745
130/30,1.6,105,112,1483656.6925938125,0.04023950288506506,1879199.764735825,36761.416058916046,122665.43329673415,309666.8466412833,116745.24914592641,-0.0,139442.09389361483,0.08033951544483225,-0.4429005321180238,1.6967243581059528,52966.83405562865,26957.13563225717,22077.962325867098,46725.70176257909,48726.541507226226,8495.447995244367,0.5679633180217446,0.03257744236711213,False,True,0,1.0,363976.57737621653
130/30,1.6,106,113,1237309.9902516624,0.021522300373476133,1443276.0346551768,23222.593657903693,86792.41856893114,-62276.33147880359,192611.37697568518,-0.0,86315.27205555573,0.10263630270171675,-0.4187966460883841,1.7185200752872156,35391.692669244876,18436.501544765368,15299.59343862639,31956.602677593295,32770.71278627132,3393.692743176154,0.5673987107997678,0.03182558130023705,False,True,0,1.0,209446.27933475518
130/30,1.6,107,114,2406748.6686889054,0.09179995991602485,2152510.7188113797,136846.51149508028,223806.49361581425,1527307.3592211232,42024.0,-0.0,143183.8932350505,0.087415512945068,-0.33328523099704477,1.72147446081162,72520.87855329555,36953.61353133061,30711.39282914452,64052.93012097308,66369.43418578543,12670.44331211493,0.5712186697737588,0.03484891300752224,False,True,0,1.0,651533.5529592619
130/30,1.6,108,115,1192348.441408602,0.017748143476636002,2196132.970216329,98774.80549968476,135992.2455890751,360013.691990957,119783.03339771961,-0.0,10939.506893023561,0.08404175933759885,-0.4548620056136745,1.8181474430779574,56160.58368010449,29541.386003081945,24391.605098883105,51205.06907200873,51746.64339861455,6952.272048118297,0.5632651725566131,0.0357604985116271,False,True,0,1.0,241277.76922068483
130/30,1.6,109,116,940053.2215269953,-0.006162810168864441,1761569.9201964147,21198.967006635383,90671.74977225297,-273458.07499688107,200617.10910109966,-0.0,42191.41068633841,0.08317939799523939,-0.4673805865323696,1.7790386306851325,42196.3478675303,22287.493574944267,18122.767117819923,38631.65552990338,38949.49363474185,3353.7387965011008,0.56857760164755,0.038692984526238705,False,True,0,1.0,121626.70935070628
130/30,1.6,110,117,2598982.9773529973,0.10022204727774331,2564080.6798785967,202883.3081788796,265885.9826146116,2045081.9475307604,3608.8024058097944,-0.0,99990.58721909445,0.08920581462330289,-0.17854930586418072,1.5831305411132282,91898.2835369716,47451.00898385147,35382.947191703526,82248.4155720092,84800.57721010095,21652.701801728173,0.5686087431043206,0.041075102386899154,False,True,0,1.0,670315.3138989522
130/30,1.6,111,118,3205455.520000244,0.12354113003926925,2181761.792354778,53865.59907697367,211456.07141032163,2199448.898035624,46511.62483627379,-0.0,351138.0318316683,0.08293468987438629,-0.4331976483327371,1.6966945503929516,77070.34715596761,39497.24197644269,32916.65922193121,68461.88609250067,70643.87319213407,14067.522753031553,0.5703108966277659,0.043592146295353906,False,True,0,1.0,1003486.5493444438
130/30,1.6,112,119,1738811.9191466102,0.05687898106682754,1877738.5327371475,121619.31012323518,206748.26091897403,1000957.074195358,19389.23758773952,-0.0,43803.793827994305,0.08972402009312817,-0.37546066648386034,1.5552238777313114,69128.29500907625,36032.00530681199,26115.779617110362,62455.47586514076,63522.84517141248,9584.60132284975,0.5720132265779205,0.024197935569472806,False,True,0,1.0,346510.79862422904
130/30,1.6,113,120,888314.3245822621,-0.01177311108702861,1836844.0611055393,227657.01560542453,122771.88576866334,-68543.82136632802,178404.7224119686,17146.323936886998,0.0,0.07216996427043688,-0.46580429825417313,1.8271734201232157,48589.22868363685,25298.337861528227,21132.272760538886,43850.45229331559,44339.393589118125,1803.3050630342761,0.5633703957922829,0.043589706934044625,False,True,0,1.0,128555.0193185055
130/30,1.6,114,121,1137125.1151373317,0.012933245068848631,1764981.7002242014,49926.018130792,127604.48969519508,78105.92262111406,124029.18405007577,-0.0,64784.36792024254,0.07112203578105095,-0.3575410101102555,1.877492569612708,42627.35766050242,22488.81024191977,19493.731194150558,38980.60441932761,39288.47389510892,3860.9948839370713,0.5697263191069394,0.029780975927310438,False,True,0,1.0,190462.45593235653
130/30,1.6,115,122,1944932.7031162065,0.06878526546755892,1643582.9362685927,66321.01666250765,237850.00978819307,1326612.1637800117,83327.40957550482,-0.0,76699.21545938888,0.07546934271024265,-0.2921609567642808,1.7884250512846822,57011.435511576114,29726.032944496277,25168.096015423995,51525.12377046023,52576.26480839253,7285.77209545621,0.5687531968918967,0.026020725125880717,False,True,0,1.0,520729.31443356106
