scenario,book,gross_exposure,path,seed,ending_after_tax_wealth,after_tax_cagr,gross_losses_realized,gross_losses_liquidation,disallowed_wash_losses,net_realized_pre_liquidation,tax_benefit_used,unused_loss_carry,liquidation_tax,tracking_error,max_drawdown,annual_turnover,management_fees,borrow_costs,transaction_costs,payments_in_lieu,dividend_taxes,debit_interest,min_margin_excess_ratio,avg_long_exposure,avg_short_exposure,max_net_exposure_error,maintenance_deficiency_observed,feasible_at_inception,insolvent,deleverage_events,extension_scale,yearly_taxes_paid
"Annual $100k ST gains, zero alpha",130/30,1.6,73,80,1587252.488534031,0.04728432087647794,2342443.1488087387,403.55186810535224,0.0,305147.5496005974,121177.50566876054,-0.0,130134.14985073822,0.08017585829183102,-0.24789801144148838,2.2608565375887406,58812.11212545784,30633.605119875192,31684.01995803548,53098.24887445033,53505.229600565435,9237.209794020802,0.57120582787625,1.3161193159693043,0.3087204374606379,0.04461746207504702,False,True,False,0,1.0,282941.3455872834
"Annual $100k ST gains, zero alpha",130/30,1.6,74,81,1813831.798705409,0.061352631762116694,2507609.460011593,1035.6337765862636,0.0,368376.8669295042,126401.28152346873,-0.0,189723.67295788554,0.08005334614449354,-0.41715143602644766,2.217482145901819,61883.41383943092,31588.299748123773,32876.21041136155,54753.05289674786,56136.84881455441,12371.183294645947,0.5708289251850464,1.3182374844135762,0.30938446207218995,0.05712213877591443,False,True,False,0,1.0,409340.69513642904
"Annual $100k ST gains, zero alpha",130/30,1.6,75,82,2240400.623522199,0.08400820260346675,2616424.7191517623,699.5131205033945,0.0,835180.1232185437,71360.44989321145,-0.0,243729.10607394727,0.07089851592492549,-0.3348257582151333,2.100007289915916,75600.07852213531,39900.84239566287,38088.79245074296,69161.46015248231,68472.58452762596,6198.614869158377,0.568055458955556,1.310514043927847,0.315773802313672,0.03439452120223696,False,True,False,0,1.0,553371.7221768468
"Annual $100k ST gains, zero alpha",130/30,1.6,76,83,1076946.8011091284,0.007440544456776221,2179230.6001212685,3359.5908631779366,0.0,-252658.4422206808,190271.39390279393,-0.0,76366.54145497706,0.08651642932784892,-0.4054844968825514,2.3352735990004327,46171.70565642813,24287.490706894736,25541.432048234394,42098.31722528421,41955.72970550879,4679.351976560139,0.5736032023573,1.3119694117375573,0.30845713813246983,0.02747359187507903,False,True,False,0,1.0,131518.22112267945
"Annual $100k ST gains, zero alpha",130/30,1.6,77,84,1275427.8800971806,0.024626515896350343,2274840.814772098,331.52224762332116,0.0,-57100.241076488994,169117.6223568944,-0.0,119315.50128943179,0.08398264232180278,-0.3884679826327768,2.1232220929456984,53572.473272259245,27876.91737847803,27121.203406162094,48319.99012269526,48422.45318875358,5181.794119272111,0.5690335450260682,1.3117431240498543,0.31094449789919343,0.04807991533221179,False,True,False,0,1.0,239883.68402150937
"Annual $100k ST gains, zero alpha",130/30,1.6,78,85,1533272.6494460425,0.04366696941708037,2845254.6650342075,1494.2495137264734,0.0,165322.67725048953,168162.28156612563,-0.0,83210.34098654219,0.07978995802973415,-0.4153648273103746,2.218298910411982,65713.89535193818,34755.15890729926,34369.004734044036,60242.27543931871,59844.7501811577,8021.234059215271,0.5734097371892689,1.309736018618441,0.30724783597819216,0.032137322399016455,False,True,False,0,1.0,252123.0609261869
"Annual $100k ST gains, zero alpha",130/30,1.6,79,86,1291767.882381787,0.025931697773841966,2328776.864514137,99.8749074356222,0.0,8438.6129507015,174845.802966182,-0.0,102045.0193548186,0.08343434205834087,-0.3614211366590049,2.396142839560934,51474.766664972805,27371.77425755055,29274.151047702817,47444.40871308763,46598.17707874716,2270.1397686815676,0.565739939964469,1.3118402219200984,0.31533249517925854,0.028880860263714947,False,True,False,0,1.0,220207.20006187772
"Annual $100k ST gains, zero alpha",130/30,1.6,80,87,1154058.33013436,0.014431615875881487,3037109.712303624,12252.32740500425,0.0,-147288.3843021236,187725.01375737958,-0.0,45698.13543380647,0.0923839485635717,-0.5752279353370547,2.2037335102969235,65639.91456853265,34301.286698091964,33753.89677955007,59455.563610026096,59561.00960351958,8080.555177862887,0.5693348847188191,1.3103624791220356,0.308544669872589,0.05272450637722503,False,True,False,0,1.0,158552.14538720108
"Annual $100k ST gains, zero alpha",130/30,1.6,81,88,2100613.3456006227,0.077046892488982,2774714.705210941,20603.901823639164,0.0,901119.7208298446,44627.22505427564,-0.0,168603.48237574127,0.06211553667233471,-0.2261896362209368,2.283825624268097,75570.75494219128,38366.73095599019,41014.91912806899,66502.33365704965,68479.3870142019,13005.161099715646,0.5746219443610463,1.3146929427134264,0.3056646555163115,0.03443205712266062,False,True,False,0,1.0,461863.9043530855
"Annual $100k ST gains, zero alpha",130/30,1.6,82,89,1035930.9114279719,0.0035362833283858475,2173641.4318211954,2604.0786058758113,0.0,-310497.9000356136,237814.69105893793,-0.0,75630.47781300834,0.0623908702546366,-0.4558345585786129,2.415812283501464,45496.155381302546,23887.712288168685,25966.475721191277,41405.36796615906,41081.05644922703,2963.8411737659612,0.5737742070939132,1.3076852690098242,0.3123077938358773,0.0276251319279901,False,True,False,0,1.0,165508.74633850012
"Annual $100k ST gains, zero alpha",130/30,1.6,83,90,748391.2410316102,-0.02856696188502217,1686203.9755804916,104.06243000700533,0.0,-586125.8168307983,259744.18033979408,-0.0,40392.211094813756,0.0873971968996856,-0.6349706005270443,2.5694343092249285,27237.00230322345,14352.778163715882,16798.30559423957,24878.148817107533,24589.35951339782,452.2875932049747,0.5702650854899465,1.3059299697280389,0.31097606750442724,0.03630341159904038,False,True,False,0,1.0,72223.18551862569
"Annual $100k ST gains, zero alpha",130/30,1.6,84,91,2036744.1185240557,0.07372643889398933,3374648.8281544037,1276.9967001323043,0.0,711326.0612851173,68735.73054751827,-0.0,177927.14627270633,0.0676503117314187,-0.27988323960074313,2.1949759555173403,83665.72658686605,44505.02561615179,43416.0224287988,77142.04440132975,75724.30177744316,4069.279282548035,0.5723533751342221,1.3079562446218433,0.3129374453796047,0.03489573270673785,False,True,False,0,1.0,401570.64425427484
"Annual $100k ST gains, zero alpha",130/30,1.6,85,92,1769893.756785883,0.058753160429387385,2336202.222659624,9158.131670528695,0.0,465066.53925943136,87894.71039696553,-0.0,185198.88641870764,0.06889090156113999,-0.2928015120050632,2.202095159881101,58690.86868196525,30429.960110105618,31149.522950249357,52745.26419084973,52861.85581660713,3945.6942495395265,0.5693986910290303,1.311039269432752,0.31334028567870664,0.03871468821034063,False,True,False,0,1.0,384726.7721574315
"Annual $100k ST gains, zero alpha",130/30,1.6,86,93,1200621.1563883773,0.01845207931171644,2065548.3688983966,8.166119401408881,0.0,-269417.8108329045,234163.98293246038,-0.0,130393.10543282174,0.09073637453525123,-0.36417194952101395,2.085945227552962,49582.32545297175,26707.485185669902,24718.285004261135,46292.974321827816,44721.06244600545,1612.3315023216428,0.5664085620316376,1.3118015363676319,0.3253827999088198,0.05193627637850273,False,True,False,0,1.0,226055.44991781272
"Annual $100k ST gains, zero alpha",130/30,1.6,87,94,2720129.382214029,0.10524601104112619,2601396.5076389895,11429.28016828951,0.0,993180.3034994546,178782.58249509765,-0.0,332773.1814426953,0.09066680882095147,-0.6008506363862661,2.09112797672576,66209.57764398876,33718.38668105171,34066.938932850935,58445.203580489615,59932.039162201734,11670.027173376684,0.5712220783857425,1.3134723612133745,0.3095799490647236,0.055319263729835755,False,True,False,0,1.0,734965.6590170648
"Annual $100k ST gains, zero alpha",130/30,1.6,88,95,1921469.6900468064,0.067488865561393,2408078.1298672147,473.5362684131784,0.0,573410.3602780546,99728.39456243615,-0.0,159495.68412570466,0.08267198533217797,-0.29540487227357726,2.112248269478278,65680.65886071761,34569.6223143637,33328.06747085555,59920.67867823043,59466.63588256997,4351.774684722628,0.5743131415115516,1.3081322505311175,0.30938552394471763,0.028037147610898927,False,True,False,0,1.0,384725.05240123515
"Annual $100k ST gains, zero alpha",130/30,1.6,89,96,779678.3856498338,-0.02458023949862176,1853054.0083094568,8293.89020821223,0.0,-531502.4378364597,252904.37127100473,-0.0,47239.419078389044,0.07671195316515522,-0.4663994450176183,2.5108649240220435,33882.775671725125,17636.37527432358,20169.956387634462,30569.717142160865,30656.1361784514,3261.0734086437415,0.5696207985363397,1.3098844353390187,0.30953334267570076,0.03735882096335974,False,True,False,0,1.0,88873.31590807071
"Annual $100k ST gains, zero alpha",130/30,1.6,90,97,1295475.3105000807,0.0262257648896298,1933696.6327877238,523.0213472501804,0.0,-37703.34251300502,210120.0,-0.0,102135.91700950748,0.09048344506406876,-0.4704331802229509,2.3114724775529227,39660.52448184947,20602.480378354267,22177.698218498525,35710.96598914741,35895.42016692984,3863.798498527629,0.5676867610142277,1.3148813121693042,0.3139271898249649,0.03267693613578171,False,True,False,0,1.0,241398.6321360573
"Annual $100k ST gains, zero alpha",130/30,1.6,91,98,3291132.6035835478,0.12650866879346734,2903913.9592728396,2246.0496259918955,0.0,1926280.0223060644,28937.42237230908,-0.0,349274.85014205996,0.07567817690071413,-0.14331764643448974,2.063600612185877,95586.39112740214,48522.27333501114,47684.89268413812,84105.27378068598,86835.50316348507,20759.10084037109,0.5693150164347948,1.3157068932614349,0.3066647455843768,0.032872296062909534,False,True,False,0,1.0,920984.5662272463
"Annual $100k ST gains, zero alpha",130/30,1.6,92,99,2020338.500082389,0.07285842003693599,2429876.7590160063,0.0,0.0,462954.3983959552,172651.477196501,-0.0,218570.97626693276,0.08172049940497692,-0.38158111508332526,2.084632626451415,63831.29033992918,33492.54906804708,32150.04981060544,58053.7517179483,57457.111379343725,3258.4451811758386,0.5678932299929158,1.3055952295983737,0.314409227418329,0.049508585339833266,False,True,False,0,1.0,469902.7398424071
"Annual $100k ST gains, zero alpha",130/30,1.6,93,100,3023982.582106452,0.11701223094269797,3289377.246002534,12762.686095515017,0.0,1585625.3103415258,125425.9318895826,-0.0,263716.18161997816,0.09472141570456435,-0.32641529532872937,2.0629304150882177,92042.6995388994,46616.43994758369,45644.37600481398,80801.82924247839,83406.85315810736,17651.494501212925,0.5727968182434234,1.3120183694251768,0.3047075129756135,0.04547032142064977,False,True,False,0,1.0,758593.9963219934
"Annual $100k ST gains, zero alpha",130/30,1.6,94,101,2359779.1623283247,0.0896502835027373,2900309.4459705,10.54374582590264,0.0,742589.7400663091,67731.09294419669,-0.0,247706.5158323901,0.08749631635529313,-0.34939123783256953,2.068103586729324,76700.32830225123,38735.95330806767,38121.70050537278,67142.31906731731,69074.99475468339,9364.934844812327,0.5724238731425911,1.3102614874599074,0.3074502678390969,0.03464901545879373,False,True,False,0,1.0,472111.3175880099
"Annual $100k ST gains, zero alpha",130/30,1.6,95,102,739726.6906559437,-0.02969754789823109,2052330.1636147024,414.479526112365,0.0,-616745.0987705989,263601.1815708753,-0.0,42900.3192345578,0.08243745676553783,-0.5932877581582487,2.4962209844870733,36343.13733661279,19079.418531614683,21369.881922004814,33070.99212146545,32658.26053275735,444.4964403241267,0.5708618743914688,1.3071174507475578,0.3173347306537278,0.033436313947023066,False,True,False,0,1.0,54996.562594239826
"Annual $100k ST gains, zero alpha",130/30,1.6,96,103,2224064.500569116,0.0832151807496393,2564799.362730063,0.0,0.0,834360.8867228529,136232.40881724344,-0.0,225462.07733768452,0.0749967364354718,-0.23074278799676085,2.2173983193346976,69987.2463011953,35738.20118592964,37292.038795257795,61946.2153889447,63543.886769461154,12317.402327500742,0.5720269956336577,1.3146895595093273,0.30423690813819293,0.0339240256346518,False,True,False,0,1.0,557258.4056333918
"Annual $100k ST gains, zero alpha",130/30,1.6,97,104,1789143.2562884628,0.05989907120911475,2103788.4993688706,565.292069428247,0.0,215603.0145967367,161242.36471248974,-0.0,218813.92328897683,0.06455744177341505,-0.42894881201526747,2.1381018914374987,51068.46720095494,26415.067950288805,26598.66014336938,45786.1177805006,46270.87233988166,5976.485144636339,0.5702204380077238,1.3128370008886852,0.3088764085834094,0.0310383657572304,False,True,False,0,1.0,393608.72774977575
"Annual $100k ST gains, zero alpha",130/30,1.6,98,105,1969326.1914371655,0.07011823775531778,2201980.178038925,7698.557931822786,0.0,277017.7444663011,141488.87173771346,-0.0,257037.91481993048,0.0880790840966927,-0.27559621366127873,2.104743354505011,57632.244892265924,29953.050089398155,29556.566288972295,51918.62015495682,51881.62708652303,2137.545176877067,0.5731391770429068,1.308610516285627,0.3132101610760347,0.029394632705346924,False,True,False,0,1.0,444385.0754211119
"Annual $100k ST gains, zero alpha",130/30,1.6,99,106,1001827.8274381702,0.0001826325747358304,1905731.6121051137,6522.648787108936,0.0,-323774.17345021677,252144.0,-0.0,46105.34903763019,0.10920269435380886,-0.46466629334405174,2.4785754305452006,34760.9749142123,18630.865130748225,20580.539129516652,32293.499559963595,31613.183639274605,2581.867777073618,0.5705686739448318,1.3129882133387358,0.3157459248749079,0.025467612649496596,False,True,False,0,1.0,131677.71401180007
"Annual $100k ST gains, zero alpha",150/50,2.0,0,7,2393151.1991281663,0.09118154903149223,4122997.7889232165,942.9859516815031,0.0,1041322.0462621435,84596.59795991924,-0.0,238468.43954998913,0.09740912095249624,-0.19280623640894856,2.9689483302118775,80554.48127728782,66523.28087508181,56723.50759642228,115307.02018347515,82932.92778942619,6723.384836110594,0.4635311070651174,1.50903963137528,0.5122735042837908,0.03585715008233681,False,True,False,0,1.0,588263.5701518769
"Annual $100k ST gains, zero alpha",150/50,2.0,1,8,2149140.003109328,0.07950950545363566,2940786.417999422,3548.1499611191557,0.0,510992.61785086873,182175.76833009307,-0.0,278917.27774944593,0.10179493112990846,-0.46133328662716344,2.893829728650968,55125.05650602217,45858.74034234305,38872.107248218505,79488.4832600613,57068.38159666806,6371.325855482565,0.4630574936327506,1.5115902239619294,0.5090587084571416,0.04393026516073362,False,True,False,0,1.0,533865.720714624
"Annual $100k ST gains, zero alpha",150/50,2.0,2,9,937283.297874255,-0.006456039323766705,2471819.1796197398,508.4610254201773,0.0,-458684.5188393813,217721.88870450153,-0.0,57636.57357701173,0.10167714254679827,-0.3873135270668787,2.993498461947408,40689.09661633052,34875.195500090165,28820.251938712623,60450.338866822975,42518.697013959616,3971.3165153203786,0.4603284753492731,1.510620112981315,0.5070484829190316,0.026839928676041236,False,True,False,0,1.0,99506.63673269958
"Annual $100k ST gains, zero alpha",150/50,2.0,3,10,770822.7752350022,-0.02569382777450535,3227647.678612643,927.637235119214,0.0,-629847.9264197097,294233.12563089305,-0.0,5026.82520234218,0.10993217008440685,-0.7289528149191168,3.3289307573060967,45354.40466850893,38763.24265321653,35041.75495057112,67189.62059890869,47078.840678856795,3163.262398108471,0.4605854409617683,1.506488554638332,0.5166472149375716,0.037049029376396425,False,True,False,0,1.0,110967.36155933062
"Annual $100k ST gains, zero alpha",150/50,2.0,4,11,2119801.333489054,0.078026696871899,3345710.837839927,11543.559952768861,0.0,605697.7492259844,106312.8300062533,-0.0,247856.72299177686,0.1074401933950698,-0.2635745856077264,3.0016805625714458,68684.16526352032,58333.148782171746,49076.29797554945,101110.79122243104,71573.91274545263,6938.635354020876,0.4615822804861929,1.5077218833043546,0.5064052553310352,0.0201278468005075,False,True,False,0,1.0,519972.2884168875
"Annual $100k ST gains, zero alpha",150/50,2.0,5,12,2728217.0651388965,0.10557419181999972,4755722.212488357,15268.48717655024,0.0,1130274.2604637307,107787.5390822347,-0.0,387742.22092191677,0.08302197979164574,-0.3322833559223737,2.9617830367014406,88488.99857801195,75008.23028902567,62259.120249681444,130014.26583431113,92205.6807301372,11186.961245706314,0.4646729265047104,1.5099222711583458,0.5064554482088539,0.03482505317097484,False,True,False,0,1.0,738518.6212673472
"Annual $100k ST gains, zero alpha",150/50,2.0,6,13,1639358.9905541304,0.050672600085676756,3768315.596686309,134.31395964148567,0.0,191951.38794334416,169780.9394083261,-0.0,176184.15221122286,0.10096286516486223,-0.43774043839373056,3.129493533264119,64112.404277660455,54376.49883153455,47220.53343002914,94252.59797465988,66764.68343354472,7138.519823815806,0.464711296589559,1.507850473621869,0.5079207029637972,0.03126261427548149,False,True,False,0,1.0,394715.4495684166
"Annual $100k ST gains, zero alpha",150/50,2.0,7,14,1422216.1625471052,0.035849262037271235,3448817.778235589,0.0,0.0,95429.55422153405,122758.56799422661,-0.0,123860.828952966,0.09197978775737782,-0.24235852764023558,3.096575336299839,58670.809784635494,49849.21636461694,42817.173109885654,86405.30836533598,60815.65567473298,2657.680658180351,0.46166223568689896,1.5055448788618808,0.5095966488649346,0.0336938774962402,False,True,False,0,1.0,197140.97796676622
"Annual $100k ST gains, zero alpha",150/50,2.0,8,15,1510451.3668934903,0.04210306841270173,3688834.550896523,541.8385200992595,0.0,89081.24395834102,149967.3494097992,-0.0,108252.64442740649,0.10526029052397491,-0.29193583282651825,3.0065746970331153,61962.13895880544,54098.70708986287,43873.458606250904,93771.09228909564,65187.551530872675,7362.062605102266,0.46258724555359443,1.5123376087678977,0.5103910447102178,0.03218347915262332,False,True,False,0,1.0,214239.42922012953
"Annual $100k ST gains, zero alpha",150/50,2.0,9,16,2095834.1507671035,0.07680159772498518,3188080.7531800815,76318.72669177472,0.0,731400.158653158,89980.85911180278,-0.0,249840.44634865056,0.10632591473357468,-0.20917997464493177,2.9172801769804906,64334.12271372245,54494.44786159189,45069.38234042958,94457.04296009263,67060.76310222037,8324.351595928945,0.4617686648463139,1.5111425761726711,0.5063992265765898,0.03678303493461632,False,True,False,0,1.0,531454.4287515932
"Annual $100k ST gains, zero alpha",150/50,2.0,10,17,1250067.5337015316,0.022570707038209292,2697136.5455674366,13639.67198467144,0.0,-180968.64321669194,216432.81104866485,-0.0,161217.29643497965,0.11648951378435081,-0.310062373725989,3.2434431350061566,44154.04225397769,36839.30467375981,34041.968257514774,63854.79476785035,45469.259471615136,1628.715415591045,0.46473648037565196,1.5041705777008172,0.5096028276219574,0.021952433060731247,False,True,False,0,1.0,256575.88944776403
"Annual $100k ST gains, zero alpha",150/50,2.0,11,18,1073335.2314026488,0.007102185666644001,2179179.1567426138,0.0,0.0,-354952.0093203137,232220.2539737241,-0.0,118062.91365225281,0.09562194772801369,-0.538598249287491,2.83801553958103,36669.37081572188,30986.435464475337,25142.292036475563,53709.82147175725,38086.34536403289,2670.2277006935365,0.46213863906496555,1.5116398780883717,0.5103350032469682,0.04028443044533514,False,True,False,0,1.0,212827.20886693653
"Annual $100k ST gains, zero alpha",150/50,2.0,12,19,1351032.234441727,0.030544075932518622,2581191.547286227,11188.26727577376,0.0,23950.70590518939,218267.87677737308,-0.0,109456.38349991468,0.09944557180109338,-0.3103688364653856,3.0600218854794923,41476.38194427515,35611.405673257694,30484.46798476567,61726.43650031334,43536.39166996535,6509.997080994692,0.465385814524915,1.5107188859216314,0.5030033829950158,0.03402787609172764,False,True,False,0,1.0,269906.879247434
"Annual $100k ST gains, zero alpha",150/50,2.0,13,20,602294.8913126818,-0.049436973144657226,1953089.6358832824,28358.186176600007,0.0,-721979.0543385651,300602.02070791705,-0.0,21440.370158188052,0.12000369275397242,-0.6948542709336878,3.134991817803327,25358.45359537,21884.629226919125,18976.833204440692,37933.35732665982,26429.421624230195,1061.7863935735454,0.4629401880907159,1.5052429106840066,0.5099840967448219,0.023924821147559228,False,True,False,0,1.0,40389.598971482104
"Annual $100k ST gains, zero alpha",150/50,2.0,14,21,824283.1728928688,-0.019138601340383588,2569404.6530022523,5338.51499785335,0.0,-489983.09939426393,251513.94697208412,-0.0,44015.673016142464,0.1138130268145245,-0.6446684617037708,3.1352649971390782,46130.53414944566,40044.55782079864,33731.77595542514,69410.56688938431,48259.00333731578,4015.9704039176595,0.4619173327677198,1.507819774315471,0.5111914882967539,0.03932173877596823,False,True,False,0,1.0,98641.76755092763
"Annual $100k ST gains, zero alpha",150/50,2.0,15,22,2017667.793673571,0.07271651333507667,3612707.394209673,16796.01132311455,0.0,263079.44476757146,163389.36976147332,-0.0,254618.4595049766,0.09616474893351054,-0.41050606655452515,2.7243033357911197,66145.77316254891,56903.32810157418,43179.6225663927,98632.43537606193,69266.00618594485,6913.752411975874,0.46370673037410315,1.5096318115124554,0.5061537706518753,0.031333381283692674,False,True,False,0,1.0,427237.5319747377
"Annual $100k ST gains, zero alpha",150/50,2.0,16,23,917087.217982585,-0.00861792087894886,3198083.1611273154,19923.177346017426,0.0,-448728.6184447385,240266.23424801065,-0.0,23205.304986653377,0.09651728376881795,-0.5727444038731184,3.152309017096067,44183.69638622744,37761.42633822928,32642.449368362348,65453.13898626408,46077.581650254746,3940.1105935970136,0.46030120240957856,1.50782692464735,0.5077929107904432,0.03295579906166746,False,True,False,0,1.0,118912.65463034544
"Annual $100k ST gains, zero alpha",150/50,2.0,17,24,655667.5912142415,-0.04133168932224873,2359719.8440058855,223.3176670773567,0.0,-733088.5330539317,311851.6510535498,-0.0,45510.80856988169,0.10453549114320244,-0.7038445357269458,3.1597182306918685,31833.359363702933,27189.092618770614,23740.12086776448,47127.760539202405,33164.80125536835,2327.5872097231086,0.46355312457998477,1.5051676088072532,0.5054562879274094,0.02772013747487334,False,True,False,0,1.0,69016.24402788049
"Annual $100k ST gains, zero alpha",150/50,2.0,18,25,2818717.936408053,0.10918799868720308,4803617.3339875685,39998.940247650324,0.0,1214199.3013912102,105523.72189814676,-0.0,456825.26920654904,0.10658615288570493,-0.4027840116683622,2.751033024524366,94769.5674058726,80579.94253830265,62401.26659055403,139671.9003997246,99278.9660662107,17020.867085870563,0.46338580296270593,1.5157074555143701,0.5057917604008015,0.03417158457755631,False,True,False,0,1.0,870255.6777722974
"Annual $100k ST gains, zero alpha",150/50,2.0,19,26,2929361.9239602117,0.11346687929786836,4794887.083224007,20087.713225882442,0.0,1101316.5964692049,94552.61615657632,-0.0,417880.58615442424,0.10601039478742262,-0.29701784788314134,2.691171605413689,93184.46316166378,78422.9065393935,60143.96921198551,135933.03800161538,96938.96619072014,11446.714473964339,0.46458318283244365,1.5090708073517738,0.504952087245368,0.044944438528790265,False,True,False,0,1.0,757028.4103443047
"Annual $100k ST gains, zero alpha",150/50,2.0,20,27,2604358.373389416,0.10044939128416286,4383742.434833586,47942.55289325176,0.0,1119096.2204024785,92059.5544918641,-0.0,323589.20578846324,0.09766271151786969,-0.3083023450806889,2.773924574027915,94891.7478826682,79845.19881450066,62359.79880556204,138398.34461180115,98962.59531406034,16207.186352375547,0.4581956115435797,1.5133711071017872,0.5072097672602286,0.04716352447726435,False,True,False,0,1.0,690265.4293933469
"Annual $100k ST gains, zero alpha",150/50,2.0,21,28,1086900.4416939889,0.008367817493124763,2240750.4243889432,0.0,0.0,-327278.427115271,230317.09478177788,-0.0,112157.88161064294,0.13375434996650062,-0.6340303610357655,3.056758895282207,37791.250279160966,32585.283377537202,27683.047478079636,56481.15785439782,39489.14748640115,3212.4013766298767,0.4630776175546684,1.5141449296873035,0.5130012977158012,0.0319552902967557,False,True,False,0,1.0,196552.61731530604
"Annual $100k ST gains, zero alpha",150/50,2.0,22,29,1457525.7326401,0.038392692258451655,3012205.750079124,0.0,0.0,-28053.552201471175,199705.1319881835,-0.0,147630.0291467527,0.11063104999104068,-0.42392257559253277,3.084757325517289,48135.03255048576,41796.998830189514,35403.282880306535,72448.13130566181,50524.74017452675,4720.311709531371,0.46236723861975715,1.510319728168923,0.5075093628427275,0.04518865186931609,False,True,False,0,1.0,265742.24335037905
"Annual $100k ST gains, zero alpha",150/50,2.0,23,30,1343056.5899721473,0.029934085325248994,3411484.0061802454,0.0,0.0,565.1752764597768,206289.67904938164,-0.0,145356.12132993818,0.09961051376058361,-0.5138611440516103,2.877177275467556,60515.725172595055,52217.500616871366,41043.965798719204,90510.33440257706,63238.989974242635,4805.386306119319,0.4644865211980807,1.506661648502122,0.5076128551551852,0.0362818296369708,False,True,False,0,1.0,311775.3440054103
"Annual $100k ST gains, zero alpha",150/50,2.0,24,31,1126027.019044374,0.011940275179677107,2874035.537909824,7178.804257298649,0.0,-299727.749723624,212164.72552940823,-0.0,102437.05966270811,0.10704332215937373,-0.4794354848207293,3.1539827814323584,45094.613784577756,39093.66738969119,33645.339585703994,67762.35680879808,47040.34247115344,2120.9417108798016,0.4621651255398807,1.5065284105388284,0.5112849542147193,0.024483696408096445,False,True,False,0,1.0,155620.3915010996
"Annual $100k ST gains, zero alpha",150/50,2.0,25,32,1104738.8109509328,0.010010668516467813,2914026.9892768096,1522.6184410608448,0.0,-158564.88297384692,196731.97498184972,-0.0,65782.98665155692,0.1019171259857246,-0.36230120387239717,3.127055714264801,47061.194837668634,40570.02970621237,34680.177208026485,70321.38482410145,48997.22774773509,1703.8677048876764,0.4614898504611273,1.5079315335744505,0.5138432961575665,0.029846251096632193,False,True,False,0,1.0,134300.02899867686
"Annual $100k ST gains, zero alpha",150/50,2.0,26,33,2247775.4984642775,0.08436450528327377,3901335.6714049377,6966.719287111435,0.0,911359.7145153119,81286.24289720593,-0.0,194757.9031905303,0.1037588151045012,-0.2270356069849726,2.9601843536521213,79471.50081050339,67033.90290101107,55694.580753445334,116192.09836175253,82945.28772290843,12898.677371871074,0.46001950667356245,1.5129863320145382,0.5058895536949976,0.023539334830838143,False,True,False,0,1.0,528453.2810726754
"Annual $100k ST gains, zero alpha",150/50,2.0,27,34,868966.6951977084,-0.013946876447467171,2188799.6298942124,3480.2330155583986,0.0,-406307.1432909748,259291.59030835284,-0.0,52496.50526029256,0.11693237212294783,-0.39705434530407935,3.1083725249161342,33567.24686536335,29016.397246642264,24873.281889406975,50295.0885608466,34978.59544427336,1502.6497841653872,0.4616363567055253,1.5077776338903326,0.5138926763535107,0.03235155782826893,False,True,False,0,1.0,137139.3899355848
"Annual $100k ST gains, zero alpha",150/50,2.0,28,35,1493561.857795011,0.04093190828257254,2898693.846067655,701.1445878170468,0.0,189770.24808327644,203169.5778884803,-0.0,138782.203918023,0.11762785895341536,-0.46274534176842586,2.857293260121369,57614.25991478942,49466.97654129102,39109.41955848953,85742.7593382378,60035.466951511975,3617.8882817872714,0.4612333249242745,1.5080315468783163,0.5111855480896402,0.02815562729206933,False,True,False,0,1.0,344727.71037023456
"Annual $100k ST gains, zero alpha",150/50,2.0,29,36,1851505.8456666758,0.06353676817504805,2811518.7754734918,2717.5466746423594,0.0,271806.86872459366,134201.7123842144,-0.0,237258.30786649228,0.08945267551406891,-0.19151634452210942,2.763373392755439,63192.180447405415,53618.95082007666,41793.33264127034,92939.51475479953,65706.85612529992,5804.512883433396,0.46203246301187656,1.5087559496334928,0.5096075591275911,0.023880214745372497,False,True,False,0,1.0,433756.3722648432
"Annual $100k ST gains, zero alpha",150/50,2.0,30,37,1255791.2856865877,0.023037955101383956,2982374.2821311564,1998.5553915175935,0.0,66223.77257275993,190569.9548157672,-0.0,86649.94695141666,0.10352271641638788,-0.27753419167547866,3.296335269139367,48837.24852942627,40874.83053706907,37952.72106852175,70849.70626425305,50601.579384437755,4674.281237800179,0.4645685715860853,1.5079644926919507,0.5072098529389304,0.025300681588867224,False,True,False,0,1.0,260139.62913696188
"Annual $100k ST gains, zero alpha",150/50,2.0,31,38,1780987.7352139056,0.05941493939763043,5924555.980675923,1983.1724514202585,0.0,819607.6429193199,108422.07604978688,365574.45759324485,0.0,0.1196022720837732,-0.5525746736136972,3.0761896761174,102631.01642660421,87356.99454680897,72865.00992423951,151418.79054780223,107376.0443042181,16502.47109833922,0.4603084092240962,1.513176642406275,0.5089910814906071,0.021901745822995977,False,True,False,0,1.0,510313.28980516834
"Annual $100k ST gains, zero alpha",150/50,2.0,32,39,1112094.3457206371,0.010681144002685272,3346132.3331485596,7167.6052287841,0.0,-167908.1746261235,198361.58271499045,-0.0,64793.39234836122,0.11272712090039064,-0.5401173235595818,3.2081840156093526,53399.31418205816,46231.21255354507,40026.878800488164,80134.10175947812,56099.726433519245,7199.836053690991,0.4627884272605021,1.5103522158452427,0.5060435062494526,0.03302668633711958,False,True,False,0,1.0,182869.56948800504
