scenario,book,gross_exposure,path,seed,ending_after_tax_wealth,after_tax_cagr,gross_losses_realized,gross_losses_liquidation,disallowed_wash_losses,net_realized_pre_liquidation,tax_benefit_used,unused_loss_carry,liquidation_tax,tracking_error,max_drawdown,annual_turnover,management_fees,borrow_costs,transaction_costs,payments_in_lieu,dividend_taxes,debit_interest,min_margin_excess_ratio,avg_long_exposure,avg_short_exposure,max_net_exposure_error,maintenance_deficiency_observed,feasible_at_inception,insolvent,deleverage_events,extension_scale,yearly_taxes_paid
"No outside gains, zero alpha",250/150,4.0,24,31,580437.6751779326,-0.05294421908013436,4678479.50314762,9782.43418261966,0.0,-591175.1123086044,12240.0,271574.33019237494,0.0,0.19450483820138836,-0.6603541620666076,5.98885753704476,37413.66012672368,85068.13100372849,52571.14870558442,147451.42707312942,60923.424226606905,2780.977555291827,0.011409064925616963,2.334112538195661,1.3315387165889914,0.021614566786912315,False,False,False,0,0.8848484848484848,60923.424226606905
"No outside gains, zero alpha",250/150,4.0,25,32,718963.5558956201,-0.03245608117646237,4905985.622438162,2241.7142016559255,0.0,-449528.4320004058,12240.0,125652.49280053891,0.0,0.20661895680546224,-0.43976015864217666,6.021121801991642,39890.45715676131,89655.57236123431,56405.80038955133,155402.99209280606,64497.63574404899,2769.963072249923,0.011140424941125583,2.333499892274103,1.3319207564887865,0.017438597574847003,False,False,False,0,0.8848484848484848,64497.63574404899
"No outside gains, zero alpha",250/150,4.0,26,33,2550378.682492482,0.09814696837407832,10100482.259908399,48663.14279275606,0.0,1060912.3887116394,6120.0,-0.0,344177.52568083367,0.18987588171796055,-0.3281548099797823,5.834741276803608,103046.63002919269,227743.61814485476,140662.76331114557,394755.6047844149,165057.58460239152,7879.408851362185,0.009660431310944963,2.3341263236968492,1.3329758820703506,0.012505028734896673,False,False,False,0,0.8848484848484848,782209.0016159406
"No outside gains, zero alpha",250/150,4.0,27,34,441561.11980040953,-0.07849205784321478,3199808.469317629,6660.66109489943,0.0,-666496.7484170331,12240.0,451234.06560542283,0.0,0.24108727405072342,-0.6115923118641463,5.962098516069341,25629.092380500555,58088.590869742366,36511.97141191711,100686.89084088673,41620.760751090434,1784.6543530149638,0.012540575360331362,2.3333622479904808,1.3331891634626944,0.02212170310512729,False,False,False,0,0.8848484848484848,41620.760751090434
"No outside gains, zero alpha",250/150,4.0,28,35,896982.046413319,-0.0108130572471562,4293454.353316439,572.9026784133014,0.0,-393833.6265357514,11016.0,-0.0,16036.813580589183,0.2273620907503769,-0.6501161375752442,5.868907261231425,38582.56945605742,88275.05400947374,53717.902745221654,153010.0936164212,63029.25789880517,2673.7895044586803,0.011427728195654302,2.334609590195149,1.3329952139694528,0.01670730410744392,False,False,False,0,0.8848484848484848,77842.07147939435
"No outside gains, zero alpha",250/150,4.0,29,36,1399125.089325781,0.03415504381411716,5555986.520641703,12389.636780463667,0.0,-346772.9684011569,11016.0,-0.0,193262.3731005674,0.1673653290411608,-0.2730922803226906,5.523748628374201,59894.87111419189,133913.7733651689,78129.23616032653,232117.20716629273,96598.7977645304,4959.874125403179,0.009431993777866046,2.3352090181109544,1.3328358680794934,0.021095512868102517,False,False,False,0,0.8848484848484848,288637.17086509784
"No outside gains, zero alpha",250/150,4.0,30,37,1155475.2393238964,0.014556095196224694,6177384.258310936,3952.8221385281436,0.0,-115.1520403228642,11016.0,-0.0,155027.3130602988,0.1876322929697632,-0.3410198982183401,6.202314481719916,54732.33044096092,119798.82416398358,79533.96777696209,207651.2952175715,87115.1911721472,2867.9730757477073,0.012636453136515723,2.3324563354167487,1.332332992410309,0.016863999222074044,False,False,False,0,0.8848484848484848,248541.09804684916
"No outside gains, zero alpha",250/150,4.0,31,38,1704914.3409104962,0.05480032852471273,13660689.692749498,1765.317265392465,0.0,850688.0432767831,6120.0,232700.9583598533,0.0,0.21144369176665656,-0.6804245353504392,6.064869791160563,121286.46252463081,269851.0477887847,168103.03395108005,467741.8161672269,195106.9359777136,12034.676956006122,0.012645626132289608,2.332844784764626,1.3336786606403903,0.016650306430639805,False,False,False,0,0.8848484848484848,620146.8978013427
"No outside gains, zero alpha",250/150,4.0,32,39,403367.14150967327,-0.08679127591970237,4833739.889003323,8533.405933498594,0.0,-667880.8909122447,12240.0,445234.2100955758,0.0,0.2001056310967565,-0.7263677738287037,6.259702479624817,37169.437764833594,86420.68983350488,54145.26652932,149795.86237807522,61269.431411522855,2272.5462401955624,0.010689065359313193,2.3332723868766414,1.332256465136182,0.02214190835779628,False,False,False,0,0.8848484848484848,61269.431411522855
"No outside gains, zero alpha",250/150,4.0,33,40,666259.9784658273,-0.039794094531173,5730159.12646523,356.85539258353367,0.0,-745604.4682748171,12240.0,162958.20802864587,0.0,0.21961190022201188,-0.5914583702918215,6.096800358122768,44164.74771030424,99699.2757917176,62752.95839444942,172812.07803897714,71602.5982009097,2841.4083141673436,0.01205420904017879,2.3326035015716107,1.3309435054682885,0.01709048991166573,False,False,False,0,0.8848484848484848,71602.5982009097
"No outside gains, zero alpha",250/150,4.0,34,41,1024343.1581163093,0.002408053296854229,4310723.1707363995,11163.05393788656,0.0,-488748.17886561935,11016.0,-0.0,54171.40275801111,0.18368664842191948,-0.5570753930769888,5.872394868116415,37813.9728390093,84263.51482515891,53041.87875392741,146056.7590302754,60876.43843718249,2924.3088333764017,0.012828684826633949,2.333253203329016,1.3309981400334017,0.018695713761220034,False,False,False,0,0.8848484848484848,113823.8411951936
"No outside gains, zero alpha",250/150,4.0,35,42,713759.8212470833,-0.033158664211995204,4416116.587063907,2770.982191000466,0.0,-473175.41192332515,12240.0,132412.87345104438,0.0,0.19259124074097156,-0.4495144058561815,5.917841071394415,39675.96606448337,88878.3110098985,55199.13028863841,154055.73908382407,64085.25803866246,3438.6908947795987,0.010546672626965918,2.334965512798505,1.3315336915591633,0.027939598823682354,False,False,False,0,0.8848484848484848,64085.25803866246
"No outside gains, zero alpha",250/150,4.0,36,43,1539213.3295015437,0.04407063591186877,5563024.468353058,11416.442299490815,0.0,-43028.523290823796,9792.0,-0.0,230121.19427158538,0.1998751695451568,-0.3507212094758765,5.666955993232501,54358.02878916037,120163.01213037656,73410.06410985017,208282.55435931945,87002.48686688079,3550.9667415392155,0.010793074594763035,2.3315959846226226,1.3321782232699473,0.0373888019227433,False,False,False,0,0.8848484848484848,316454.4060897187
"No outside gains, zero alpha",250/150,4.0,37,44,740198.7340819243,-0.029635647546865207,6257408.895492984,2163.079746361194,0.0,-360074.9197388963,9792.0,223561.51838102535,0.0,0.17666759039539337,-0.5993644816377532,6.170280614596426,55713.86935639027,127874.8135874997,79421.18571588541,221649.67688499932,91282.80165781247,5136.486555240287,0.010480854576825996,2.3335943005131354,1.33079324645389,0.016463389470597223,False,False,False,0,0.8848484848484848,146937.10564213168
"No outside gains, zero alpha",250/150,4.0,38,45,1041539.373303158,0.00407827215286205,7113757.130685574,18827.27630923493,0.0,-95895.17141315949,11016.0,-0.0,88987.196786027,0.1737629497412119,-0.47710053365521554,5.750953601140781,65702.68048698854,149137.89640554448,87702.67165642678,258505.68710294378,106782.12435741743,4299.685630252431,0.010145799543658721,2.3338881798879987,1.3338901582010554,0.0196261670220923,False,False,False,0,0.8848484848484848,194545.32114344442
"No outside gains, zero alpha",250/150,4.0,39,46,842318.0840436906,-0.01701336632088768,6959748.109397946,1426.4748571390649,0.0,-323110.2877308647,11016.0,-0.0,19477.23329419079,0.21109246534544818,-0.6817489007250416,6.007295833542818,58207.520083274656,131274.5488115902,80947.89238091998,227542.5512734231,94292.62357546319,4061.2980906144408,0.011063223603780101,2.3332872496064114,1.3317364624151111,0.02038451442690814,False,False,False,0,0.8848484848484848,112545.85686965399
"No outside gains, zero alpha",250/150,4.0,40,47,3491010.044761642,0.13317010835819598,9814654.962083643,16483.403875956945,0.0,2499243.55579124,4896.0,-0.0,415892.5639005054,0.13509553414228329,-0.17797114014049065,6.002080516969675,109587.789715431,239302.9309871987,155247.26637452826,414791.74704447755,174969.76395234992,18757.33103201938,0.012854289797043339,2.335594522210468,1.3297184846830326,0.024796016584907044,False,False,False,0,0.8848484848484848,1255778.4586718287
"No outside gains, zero alpha",250/150,4.0,41,48,1295758.5291299287,0.02624819817438473,5733556.007449886,5129.207948294121,0.0,-538759.8508583324,11016.0,-0.0,152363.57294638947,0.15007905943221678,-0.3855368996774313,5.517309200782723,51286.67375210829,115665.22094684985,67243.14277937039,200486.38297453977,83109.60026513704,3567.1007835196538,0.01296244640670008,2.3328422022993913,1.3307361320633386,0.024630584771548003,False,False,False,0,0.8848484848484848,234249.17321152647
"No outside gains, zero alpha",250/150,4.0,42,49,1720045.5140288603,0.05573274958720087,10731713.717402115,27787.841981427915,0.0,-147715.8826879299,6120.0,-0.0,223971.2939342056,0.1886169149948553,-0.5821142487171842,5.651608699939042,98730.22434647779,223076.6281938769,129178.82444235063,386666.15553605347,160199.84917034773,7698.087100988705,0.01295258615110176,2.3328540780479456,1.3308587499212865,0.017217361861393332,False,False,False,0,0.8848484848484848,491702.82573276747
"No outside gains, zero alpha",250/150,4.0,43,50,1176435.2935958991,0.016381624057173694,7163081.358222489,321.08351866357094,0.0,-200832.94313415763,9792.0,-0.0,117639.03550913144,0.17003661270024692,-0.3626991074627013,6.1003274549516,61379.63170091251,139340.09426257678,87232.92559286694,241522.830055133,99886.61872228516,5380.192728985284,0.013383413268731742,2.33376750593315,1.3312180125018407,0.016268266788837193,False,False,False,0,0.8848484848484848,226599.4151822278
"No outside gains, zero alpha",250/150,4.0,44,51,373391.40158375114,-0.09381591345802354,3347761.8952346183,0.0,0.0,-810629.5854410781,12240.0,519413.624498614,0.0,0.18790806443498706,-0.8025101465093517,6.008717522647968,24906.35942757601,58039.380076477966,35683.367351347966,100601.59213256177,41135.77213916972,1907.8815265086635,0.012308615763324444,2.333748963587472,1.333181734427814,0.019188203725217123,False,False,False,0,0.8848484848484848,41135.77213916972
"No outside gains, zero alpha",250/150,4.0,45,52,3271644.326051966,0.12583982813641303,12800586.622505637,13850.954353402693,0.0,1574483.4701311467,3672.0,-0.0,386776.12077851995,0.20907263849037572,-0.4913775864912916,5.9650814451261045,127603.31107634309,284505.40571169654,177401.1401515791,493142.70323360723,205738.15171040656,15130.636320448337,0.01432814306834288,2.332926241605518,1.3316677326134094,0.014182662450297423,False,False,False,0,0.8848484848484848,1079270.492724361
"No outside gains, zero alpha",250/150,4.0,46,53,1060122.3127981122,0.005855505934856842,4553491.418747895,756.9673908528812,0.0,-370363.67432631936,11016.0,-0.0,69553.04401108528,0.1806421420535082,-0.4977921871113241,5.698346057160596,41844.767591342155,94685.12535211876,56773.365001946375,164120.8839436726,67940.90208265265,2762.397932254166,0.011946359236027769,2.332999543906664,1.331079054484428,0.014419441858367854,False,False,False,0,0.8848484848484848,136269.94609373793
"No outside gains, zero alpha",250/150,4.0,47,54,1064921.9758527265,0.006309977996586502,4524238.521268636,1440.538494083,0.0,-554964.7487952125,11016.0,-0.0,70152.6725059541,0.2067939489497404,-0.6469304500314803,5.576600310659802,42543.53311531519,93406.27701092829,56528.3441151588,161904.2134856091,67852.81655689319,2642.3062769404087,0.009176050705775521,2.3336698798207425,1.3330570504282673,0.016754908923457545,False,False,False,0,0.8848484848484848,136781.48906284728
"No outside gains, zero alpha",250/150,4.0,48,55,974992.1804848798,-0.002529378520975789,7237426.620783596,0.0,0.0,-466330.65192703716,11016.0,-0.0,64282.77140181209,0.1941530766425349,-0.6764072698082391,5.686200402174763,62171.848814307516,141175.67576912942,82137.91589696408,244704.50466649106,101189.18561359943,4703.38380412742,0.011317850783488709,2.3336057230826253,1.3309521503098225,0.015206647154864417,False,False,False,0,0.8848484848484848,164247.95701541152
"No outside gains, zero alpha",250/150,4.0,49,56,683248.9416176131,-0.037373314633626475,5252036.165275842,4360.425690720853,0.0,-663474.8980244017,12240.0,155573.06286192744,0.0,0.23905269112073496,-0.5962112030195197,6.071625947920271,40512.68365945368,93258.22196306709,57617.532682591496,161647.58473598308,66452.52648585227,3141.742152555022,0.013314609528280895,2.3339044182394266,1.3310310846284668,0.015790518115231578,False,False,False,0,0.8848484848484848,66452.52648585227
"No outside gains, zero alpha",250/150,4.0,50,57,590545.9526642682,-0.05130771295817371,4222002.6182906,2740.1328317488824,0.0,-579847.4349603453,12240.0,265643.3029035586,0.0,0.20720063681264891,-0.5715655371345686,5.862395544104541,37443.956940972195,83058.29201758816,51589.924204531395,143967.70616381947,60042.7681625952,2228.635440966,0.011179112371002796,2.3330963317328304,1.333789829753759,0.02680792258337905,False,False,False,0,0.8848484848484848,60042.7681625952
"No outside gains, zero alpha",250/150,4.0,51,58,1073139.3239538334,0.007083802311554033,5680135.789359328,2977.160492405984,0.0,-468439.99668084265,11016.0,-0.0,78333.98862604232,0.1929468421463497,-0.4299801224840212,5.911387895165792,46139.055178675284,103310.77387785466,64421.57834760019,179072.0080549481,74459.80794404367,3211.348765262151,0.012410841430043326,2.3337625565993765,1.3319207294206161,0.018872395879243387,False,False,False,0,0.8848484848484848,151569.79657008598
"No outside gains, zero alpha",250/150,4.0,52,59,532601.964177551,-0.061054734589552906,2427662.4988466892,234.9814905729283,0.0,-757392.2558123433,12240.0,383204.28294720396,0.0,0.19086249947080874,-0.7908021981625073,6.059519299895194,18651.26347985965,42516.14938779632,27853.801637502842,73694.65893884697,30377.636561068648,977.3712780221455,0.011119848439672713,2.332318362082037,1.3342207273181663,0.02564666891545686,False,False,False,0,0.8848484848484848,30377.636561068648
"No outside gains, zero alpha",250/150,4.0,53,60,1275612.7022211326,0.024641362780604803,5898688.822535979,289.6137968179392,0.0,-506230.1629927695,9792.0,-0.0,164819.77136071114,0.24477123781695612,-0.711493704212304,5.908734887308967,57116.48785152344,126581.52049023731,79342.05334093138,219407.96884974468,91650.89158494938,4282.765570126576,0.010291890604869581,2.3351504484965235,1.3324519764739893,0.018088476517889474,False,False,False,0,0.8848484848484848,264647.7182967572
"No outside gains, zero alpha",250/150,4.0,54,61,941352.2594272824,-0.006025559423136317,5984356.393026592,383.3014231467509,0.0,-596248.2977279909,11016.0,-0.0,43358.504603350986,0.22705588850973685,-0.4304062020773056,5.630633180353611,52220.82671051003,119013.19740155825,68848.44589000316,206289.5421627009,85135.66727310642,3770.1778611382047,0.007416958793958814,2.334267526331478,1.3316612630774078,0.020484946771256674,False,False,False,0,0.8848484848484848,127270.1718764574
"No outside gains, zero alpha",250/150,4.0,55,62,1100648.7925836612,0.009636112960159426,5606075.901636996,0.0,0.0,-544959.8729081929,11016.0,-0.0,88571.32302019678,0.17581120572171388,-0.6378143076209609,5.955419378447789,46544.34954406227,106261.55690095514,65480.910306451966,184186.69862832228,75974.77200236639,3798.887024751526,0.013047197782295997,2.334072982620257,1.331763403953891,0.018007157955973074,False,False,False,0,0.8848484848484848,163322.09502256318
"No outside gains, zero alpha",250/150,4.0,56,63,1278145.8844482957,0.02484466011970743,4655571.945573278,6628.125449904989,0.0,-282305.3771901978,11016.0,-0.0,139114.72464320099,0.19777824025787796,-0.49287169002813724,5.5558881829584195,43643.32244980268,98072.49260205997,58208.184848245706,169992.32051023727,70589.30338621067,3440.2714372060723,0.008383326731748705,2.3350947894451473,1.3325868930642386,0.026673029388216918,False,False,False,0,0.8848484848484848,208480.02802941165
"No outside gains, zero alpha",250/150,4.0,57,64,4621308.400949165,0.16540397534925955,15907874.018195204,90859.70234663751,0.0,1865168.1148757907,4896.0,-0.0,842078.0134083363,0.18031176123768974,-0.23834920283853844,5.877351086338565,144254.40572871637,322393.5051995413,200151.9746358469,558815.4090125383,232937.62816511415,18231.210022022136,0.012383650804936964,2.335544956444195,1.3317266744014733,0.023635977192250968,False,False,False,0,0.8848484848484848,1521781.6529138885
"No outside gains, zero alpha",250/150,4.0,58,65,865123.1201154437,-0.014383893662008318,7879264.794800823,32762.80925836949,0.0,-326404.942625563,9792.0,-0.0,51268.65386421976,0.19305951210070224,-0.6812690530969758,5.881439732007325,61215.08768951249,140801.14567067387,83346.3186915246,244055.31916250137,100460.69219462182,6269.220402647843,0.011006082926729529,2.334421722610853,1.3293253511417062,0.07182453784427323,False,False,False,0,0.8848484848484848,156287.75939555297
"No outside gains, zero alpha",250/150,4.0,59,66,1732250.7752861513,0.05647950498051779,5469238.7646047445,3575.3669504388463,0.0,-23022.612818897353,11016.0,-0.0,410040.7102375978,0.2161318575148392,-0.34195511023339675,5.329528592534938,58645.979396108865,127223.61370706349,75105.10309321906,220520.93042557672,92894.76207577392,3762.340734440963,0.013087825148770956,2.332752962142704,1.3316836332187607,0.018402373726092547,False,False,False,0,0.8848484848484848,503882.0904624742
"No outside gains, zero alpha",250/150,4.0,60,67,247029.92329670003,-0.13048924864112588,2727391.752325144,29.49934887055279,0.0,-834610.4765200759,12240.0,665116.3179086039,0.0,0.19903308661649252,-0.8075662413032476,6.275462946148243,19523.524512839565,44877.88772551554,29433.21075138391,77788.33872422695,31939.658664516992,731.3849057790034,0.01259886291230676,2.331537495258506,1.333019025495321,0.01764727873650762,False,False,False,0,0.8848484848484848,31939.658664516992
"No outside gains, zero alpha",250/150,4.0,61,68,1765082.2082655572,0.0584649801379129,6403166.217266154,3040.108290833473,0.0,128648.89192215353,11016.0,-0.0,271971.434598009,0.20907597379968745,-0.4025429408712444,5.809970259719664,60850.65823160009,134962.13681821464,84060.31512956442,233934.37048490538,97702.97070187233,5302.409691355418,0.011232033641018659,2.333008858372723,1.3297036532674387,0.06254155449909371,False,False,False,0,0.8848484848484848,406718.84157735377
"No outside gains, zero alpha",250/150,4.0,62,69,391891.8942720076,-0.08942310129474951,3872533.6278397334,132.31694522788564,0.0,-756412.8027037206,12240.0,485636.22300827404,0.0,0.1502011193560037,-0.7082487823498719,5.68833458283464,30875.254355385452,69178.35081794133,41483.042236888345,119909.141417765,49873.65792613558,2945.620529198592,0.010424322982228368,2.334145293432113,1.3312183342413206,0.027062650231672425,False,False,False,0,0.8848484848484848,49873.65792613558
"No outside gains, zero alpha",250/150,4.0,63,70,1232023.2659789,0.0210849872714729,6580639.57748093,235.06352830434125,0.0,-91573.71411027224,9792.0,-0.0,97959.5314093555,0.19716450353299714,-0.395496880115055,5.9103414464909685,58795.167645148795,130536.0394664845,81341.89509596181,226262.46840857313,94473.30309876298,4719.994375236216,0.01014020790892973,2.33289571812857,1.3302939063304446,0.018560360222602545,False,False,False,0,0.8848484848484848,233591.94983061962
"No outside gains, zero alpha",250/150,4.0,64,71,156357.29583607774,-0.1693619622028837,3032257.723037859,988.3924939983094,0.0,-833697.0716655853,12240.0,733694.9695707042,0.0,0.17977185699436002,-0.8805811251168364,6.104780893228183,25895.939936186263,59847.545363411424,37152.21632832982,103735.74529657979,42569.70999864007,1850.9053954492856,0.013729653916910282,2.3330867408551277,1.330950233912862,0.01742043774367752,False,False,False,0,0.8848484848484848,42569.70999864007
"No outside gains, zero alpha",250/150,4.0,65,72,577251.6497256431,-0.05346534700864103,2979251.9546664716,760.87911777922,0.0,-803824.9118441326,12240.0,321060.734049013,0.0,0.20941268372915114,-0.6840283556483572,5.971470342705002,24142.45383199061,54296.856181003466,34845.781974848425,94114.55071373931,39044.25711514149,1535.2168924071227,0.01340469143986621,2.3320114095075786,1.3309619383815163,0.01564094318937026,False,False,False,0,0.8848484848484848,39044.25711514149
"No outside gains, zero alpha",250/150,4.0,66,73,3334079.405637631,0.12797011631601918,11653167.0215675,9598.431333487133,0.0,1913655.5920728506,4896.0,-0.0,619375.4144205004,0.19259369164339124,-0.37032391906415574,5.62372471711502,120099.80909683192,262326.63596119726,159333.26690217183,454699.50233274215,191323.64548184248,12628.043199043384,0.01287304096338156,2.3334035724378164,1.3312167317614525,0.017573008752271857,False,False,False,0,0.8848484848484848,1324301.3244994835
"No outside gains, zero alpha",250/150,4.0,67,74,1005279.8665836657,0.0005267363725973695,4926980.444199706,4957.827536576794,0.0,-220443.1512645617,11016.0,-0.0,53712.0616490582,0.21579912780608643,-0.5541745034737604,6.02202567466202,42073.276584206185,95533.04246013603,59953.843592487945,165590.6069309024,68439.74949889717,2757.5995407941373,0.012583962600915348,2.3324783607810162,1.3301396703409443,0.018684139914104447,False,False,False,0,0.8848484848484848,120927.81114795538
"No outside gains, zero alpha",250/150,4.0,68,75,355289.1961675635,-0.09830803404709154,3494629.6751948656,1168.3538876504008,0.0,-693307.3704126773,12240.0,539813.4003028822,0.0,0.1994776843865047,-0.737587430536534,6.543224396320362,23826.232908441772,54740.41036376686,37029.364110840164,94883.37796386257,39015.8025084296,1574.1589869427808,0.008689636346338632,2.333052393607747,1.3317757546787061,0.022630786632447997,False,False,False,0,0.8848484848484848,39015.8025084296
"No outside gains, zero alpha",250/150,4.0,69,76,877325.1673222007,-0.013002486005611491,6169892.227268364,114588.98056903634,0.0,-384397.3018879307,11016.0,-0.0,21855.889224558818,0.22198535597301827,-0.40363099614723597,5.706617139332671,51171.42521301346,114612.4027261091,68238.7447588601,198661.49805858915,82668.23588995003,4740.775943311314,0.012174336587880514,2.334596956052743,1.3307479148914978,0.026484178753696908,False,False,False,0,0.8848484848484848,103300.12511450885
"No outside gains, zero alpha",250/150,4.0,70,77,666702.2206182147,-0.039730378151050405,4317939.124571766,376.37944679954666,0.0,-666440.2173565788,12240.0,183196.13030216875,0.0,0.21613279081688797,-0.6318921677225025,5.880087591834848,38428.86982441803,87075.91685921104,53154.320338625286,150931.5892226325,62427.44209120489,2623.6875973287206,0.011376029824473501,2.333157750439116,1.3319833575607376,0.016753311812681693,False,False,False,0,0.8848484848484848,62427.44209120489
"No outside gains, zero alpha",250/150,4.0,71,78,544697.3369549296,-0.05894387611237384,4190318.6960868402,3699.914263309588,0.0,-646232.555993046,12240.0,315523.2061970367,0.0,0.18937699008285688,-0.6903778766231912,6.063300925146894,33968.066284349785,79203.50722802119,48482.64569950795,137286.0791952368,56142.18830272524,2828.5176286357196,0.013267145294872497,2.3340799021807657,1.330508697343853,0.025319248418995466,False,False,False,0,0.8848484848484848,56142.18830272524
"No outside gains, zero alpha",250/150,4.0,72,79,1012505.1166793399,0.0012435298925344007,4927478.784696968,1090.6477950740618,0.0,-402742.08761210565,11016.0,-0.0,55521.190159560676,0.1913967232186886,-0.5727762628545517,5.732538780090293,42039.633497670264,95821.91400114835,57235.37321721151,166091.31760199045,68598.18837353146,3794.4031632121764,0.012045452893026694,2.334336926429361,1.3306524943027078,0.01872895246825501,False,False,False,0,0.8848484848484848,122895.37853309212
"No outside gains, zero alpha",250/150,4.0,73,80,639011.1183843365,-0.04379537171231096,3715841.4860504116,10.59219302315002,0.0,-527933.7368569496,12240.0,232767.11701764836,0.0,0.18045363981222615,-0.5665949342072336,6.216794691242782,30587.802987007835,70637.12773829194,45158.38692582419,122437.68807970603,50280.49209762314,2622.8386083138284,0.013296926325124456,2.3338649543054983,1.3298885533823825,0.02240431518519892,False,False,False,0,0.8848484848484848,50280.49209762314
"No outside gains, zero alpha",250/150,4.0,74,81,1266592.8080595199,0.023914520126242067,7669152.379659866,11248.41367332901,0.0,-273658.1761054159,9792.0,-0.0,156729.011619016,0.19834595856722761,-0.4849802416878711,5.827641497183635,69122.55611595097,152887.49513300645,93784.71402320423,265004.99156387785,110860.49508196184,6274.936725995817,0.013501980610916264,2.334344121869866,1.3302310461624693,0.022207768861471022,False,False,False,0,0.8848484848484848,271068.726228255
"No outside gains, zero alpha",250/150,4.0,75,82,1429108.4046428958,0.03635015652560902,6514843.790955006,2451.0466765289093,0.0,-40792.89140202067,11016.0,-0.0,209101.26084345646,0.19705784348370395,-0.46862952297449045,5.604432121125811,65676.51048524617,147368.90468443828,86470.33536014147,255439.4347863597,106163.06158570082,5409.2406754458725,0.012162605851044554,2.33379164585759,1.3306438189499552,0.01933773851667575,False,False,False,0,0.8848484848484848,314040.32242915727
"No outside gains, zero alpha",250/150,4.0,76,83,408822.4281465083,-0.08556367137429544,3561265.712015229,641.112897087379,0.0,-747787.0517026914,12240.0,470478.7702400876,0.0,0.2065469323521734,-0.6528070267677364,6.029705554423638,28813.396909028626,67100.26674074274,41090.14256474812,116307.12901728743,47561.64257727314,1905.0581626146538,0.011513514883099426,2.3329751099822653,1.3317002176486916,0.014854870490145444,False,False,False,0,0.8848484848484848,47561.64257727314
"No outside gains, zero alpha",250/150,4.0,77,84,717593.0715177136,-0.032640672261700976,4522707.934965474,1233.8143022898987,0.0,-495444.7220704181,12240.0,129420.7746263775,0.0,0.20280435560287938,-0.4952835487908771,5.510532199754829,40276.55865940304,91162.28632181339,52357.564436919645,158014.6296244765,65404.10303687068,2818.1673935281283,0.012593014224263316,2.333150773290484,1.3311682424385125,0.0156435308160483,False,False,False,0,0.8848484848484848,65404.10303687068
"No outside gains, zero alpha",250/150,4.0,78,85,618271.3584511648,-0.04694511260233469,5864684.864523099,907.947946481892,0.0,-513078.1020763829,12240.0,189655.40808542998,0.0,0.2020803315301129,-0.6547789170625478,5.701930107503503,50371.813082234716,117014.55856728287,66647.71906651331,202825.234849957,83005.17215610183,3209.9632879610126,0.012900331938089973,2.3325559050198073,1.3317382538323799,0.01918926353735917,False,False,False,0,0.8848484848484848,83005.17215610183
"No outside gains, zero alpha",250/150,4.0,79,86,411452.7228435061,-0.08497703487787978,3374654.746504538,0.0,0.0,-652474.3072882632,12240.0,479012.55172371,0.0,0.2133457991553395,-0.7382034014025187,6.276870535472834,24956.4459627238,58531.12428408195,37300.663658731304,101453.94875907539,41374.10827114119,1999.2255522442488,0.00664868173378743,2.3335914451036244,1.3319822393797622,0.032538244085689616,False,False,False,0,0.8848484848484848,41374.10827114119
"No outside gains, zero alpha",250/150,4.0,80,87,585174.3260967233,-0.05217419942649748,6922011.301038594,8314.060478006448,0.0,-681022.9868472659,11899.523533542018,198608.26725295855,0.0,0.23959718123805654,-0.7582803156902979,5.491263761434377,58942.30934397287,135138.40106812483,74675.73665450377,234239.89518474968,96480.10766410708,4853.585042383529,0.013352391283188545,2.333464075144917,1.330935907634655,0.013583129728602872,False,False,False,0,0.8848484848484848,96480.10766410708
"No outside gains, zero alpha",250/150,4.0,81,88,2039757.427587624,0.07388518822045675,8477581.067718409,18846.113946785506,0.0,714271.4169357287,7344.0,-0.0,223604.48140032648,0.15923975681160324,-0.3519183904303511,5.87797687799487,87133.07132112319,192492.27798218996,119588.85210050753,333653.28183579596,139831.63536253636,11257.160727129385,0.010654909381547499,2.335579141182638,1.3315484578889005,0.014846913029101794,False,False,False,0,0.8848484848484848,608244.3275102995
"No outside gains, zero alpha",250/150,4.0,82,89,559399.6065147192,-0.05643414705211902,4603636.631356404,5005.254943435533,0.0,-573149.1860451092,12240.0,282483.6217403674,0.0,0.1530201858973716,-0.6640940545249296,6.077378375276075,40709.09955564997,91677.34970602623,57710.06091923164,158907.40615711213,65880.5579490242,2281.364470574896,0.01142001755678782,2.332839690007409,1.3319899495861005,0.01753907377641606,False,False,False,0,0.8848484848484848,65880.5579490242
"No outside gains, zero alpha",250/150,4.0,83,90,216703.90640153372,-0.14180362842614147,2701469.5581465852,326.1166015391868,0.0,-826120.1880061246,12240.0,699092.7252931714,0.0,0.21223838244418708,-0.8001656429912203,6.46727740791154,17818.649944779572,41679.80322690052,27757.67583156582,72244.99225996087,29488.863229825834,1356.1704922031688,0.010366498078844917,2.3323391271780967,1.3322540427194194,0.020154906785406324,False,False,False,0,0.8848484848484848,29488.863229825834
"No outside gains, zero alpha",250/150,4.0,84,91,1175494.841117586,0.016300344393823885,8765299.666440941,21150.462912392748,0.0,78906.21608966388,7344.0,-0.0,60574.39048055209,0.1761606847751541,-0.4419843643176623,5.992645114534034,75344.40234269104,171073.7468765828,104234.2757059178,296527.82791941013,122575.85614190776,6048.661923707265,0.01344491730412531,2.3321135714660883,1.3315719255971792,0.022735187674712387,False,False,False,0,0.8848484848484848,287351.15353548084
